device: cpu
train size:	8500
val size:	1500
[  41.23 min] Gen 184/300 | best_fit=0.00953  avg_fit=0.84832 | best_h=39  avg_h=38.7
[  41.48 min] Gen 185/300 | best_fit=0.00889  avg_fit=0.04707 | best_h=39  avg_h=38.5
[  41.73 min] Gen 186/300 | best_fit=0.00889  avg_fit=0.98387 | best_h=39  avg_h=38.2
[  41.98 min] Gen 187/300 | best_fit=0.00889  avg_fit=0.36598 | best_h=39  avg_h=38.8
[  42.25 min] Gen 188/300 | best_fit=0.00835  avg_fit=1.32977 | best_h=39  avg_h=38.7
[  42.52 min] Gen 189/300 | best_fit=0.00835  avg_fit=2.21505 | best_h=39  avg_h=38.8
[  42.80 min] Gen 190/300 | best_fit=0.00835  avg_fit=1.46443 | best_h=39  avg_h=38.8
[  43.07 min] Gen 191/300 | best_fit=0.00835  avg_fit=5.55712 | best_h=39  avg_h=38.6
[  43.33 min] Gen 192/300 | best_fit=0.00835  avg_fit=0.44283 | best_h=39  avg_h=38.5
[  43.57 min] Gen 193/300 | best_fit=0.00779  avg_fit=0.03920 | best_h=39  avg_h=38.6
[  43.84 min] Gen 194/300 | best_fit=0.00779  avg_fit=2.14672 | best_h=39  avg_h=38.5
[  44.10 min] Gen 195/300 | best_fit=0.00779  avg_fit=5.42655 | best_h=39  avg_h=38.4
[  44.37 min] Gen 196/300 | best_fit=0.00779  avg_fit=9.55297 | best_h=39  avg_h=38.9
[  44.63 min] Gen 197/300 | best_fit=0.00779  avg_fit=2.12236 | best_h=39  avg_h=38.2
[  44.86 min] Gen 198/300 | best_fit=0.00737  avg_fit=1.85326 | best_h=39  avg_h=38.6
[  45.08 min] Gen 199/300 | best_fit=0.00737  avg_fit=7.37841 | best_h=39  avg_h=38.8
[  45.31 min] Gen 200/300 | best_fit=0.00737  avg_fit=1.42254 | best_h=39  avg_h=38.4
[  45.54 min] Gen 201/300 | best_fit=0.00737  avg_fit=0.91401 | best_h=39  avg_h=38.6
[  45.78 min] Gen 202/300 | best_fit=0.00737  avg_fit=0.09495 | best_h=39  avg_h=38.6
[  46.02 min] Gen 203/300 | best_fit=0.00696  avg_fit=0.17673 | best_h=39  avg_h=38.5
[  46.27 min] Gen 204/300 | best_fit=0.00696  avg_fit=0.23332 | best_h=39  avg_h=38.8
[  46.49 min] Gen 205/300 | best_fit=0.00696  avg_fit=2.14796 | best_h=39  avg_h=38.7
[  46.73 min] Gen 206/300 | best_fit=0.00696  avg_fit=2.06951 | best_h=39  avg_h=38.3
[  46.99 min] Gen 207/300 | best_fit=0.00696  avg_fit=2.12282 | best_h=39  avg_h=38.6
[  47.27 min] Gen 208/300 | best_fit=0.00696  avg_fit=0.42368 | best_h=39  avg_h=38.2
[  47.56 min] Gen 209/300 | best_fit=0.00660  avg_fit=3.24917 | best_h=39  avg_h=38.6
[  47.85 min] Gen 210/300 | best_fit=0.00660  avg_fit=0.46155 | best_h=39  avg_h=38.1
[  48.12 min] Gen 211/300 | best_fit=0.00660  avg_fit=0.13526 | best_h=39  avg_h=38.5
[  48.39 min] Gen 212/300 | best_fit=0.00622  avg_fit=0.22802 | best_h=39  avg_h=39.0
[  48.65 min] Gen 213/300 | best_fit=0.00622  avg_fit=4.69120 | best_h=39  avg_h=38.9
[  48.91 min] Gen 214/300 | best_fit=0.00622  avg_fit=0.32923 | best_h=39  avg_h=38.6
[  49.19 min] Gen 215/300 | best_fit=0.00581  avg_fit=0.34805 | best_h=39  avg_h=38.3
[  49.46 min] Gen 216/300 | best_fit=0.00581  avg_fit=0.76052 | best_h=39  avg_h=38.6
[  49.75 min] Gen 217/300 | best_fit=0.00581  avg_fit=0.22032 | best_h=39  avg_h=38.7
[  50.03 min] Gen 218/300 | best_fit=0.00581  avg_fit=4.57753 | best_h=39  avg_h=38.2
[  50.33 min] Gen 219/300 | best_fit=0.00581  avg_fit=0.38378 | best_h=39  avg_h=38.6
[  50.61 min] Gen 220/300 | best_fit=0.00543  avg_fit=0.48761 | best_h=39  avg_h=38.7
[  50.88 min] Gen 221/300 | best_fit=0.00543  avg_fit=0.82124 | best_h=39  avg_h=38.7
[  51.14 min] Gen 222/300 | best_fit=0.00543  avg_fit=2.43298 | best_h=39  avg_h=38.5
[  51.41 min] Gen 223/300 | best_fit=0.00543  avg_fit=0.29851 | best_h=39  avg_h=38.3
[  51.68 min] Gen 224/300 | best_fit=0.00502  avg_fit=0.10229 | best_h=39  avg_h=38.6
[  51.94 min] Gen 225/300 | best_fit=0.00501  avg_fit=0.53291 | best_h=39  avg_h=38.3
[  52.20 min] Gen 226/300 | best_fit=0.00470  avg_fit=0.67378 | best_h=39  avg_h=38.8
[  52.44 min] Gen 227/300 | best_fit=0.00470  avg_fit=1.14177 | best_h=39  avg_h=38.9
[  52.69 min] Gen 228/300 | best_fit=0.00470  avg_fit=1.14952 | best_h=39  avg_h=38.4
[  52.90 min] Gen 229/300 | best_fit=0.00470  avg_fit=0.98730 | best_h=39  avg_h=38.5
[  53.13 min] Gen 230/300 | best_fit=0.00437  avg_fit=0.03020 | best_h=39  avg_h=38.5
[  53.36 min] Gen 231/300 | best_fit=0.00437  avg_fit=0.85395 | best_h=39  avg_h=38.6
[  53.59 min] Gen 232/300 | best_fit=0.00437  avg_fit=0.19786 | best_h=39  avg_h=38.9
[  53.82 min] Gen 233/300 | best_fit=0.00409  avg_fit=0.07468 | best_h=39  avg_h=38.9
[  54.05 min] Gen 234/300 | best_fit=0.00409  avg_fit=0.15463 | best_h=39  avg_h=38.8
[  54.31 min] Gen 235/300 | best_fit=0.00409  avg_fit=0.59966 | best_h=39  avg_h=38.2
[  54.65 min] Gen 236/300 | best_fit=0.00409  avg_fit=1.56128 | best_h=39  avg_h=38.8
[  54.91 min] Gen 237/300 | best_fit=0.00386  avg_fit=0.24786 | best_h=39  avg_h=38.5
[  55.19 min] Gen 238/300 | best_fit=0.00386  avg_fit=0.59084 | best_h=39  avg_h=38.5
[  55.46 min] Gen 239/300 | best_fit=0.00386  avg_fit=0.28052 | best_h=39  avg_h=38.6
[  55.72 min] Gen 240/300 | best_fit=0.00386  avg_fit=2.00974 | best_h=39  avg_h=38.6
[  56.00 min] Gen 241/300 | best_fit=0.00365  avg_fit=0.18092 | best_h=39  avg_h=38.9
[  56.28 min] Gen 242/300 | best_fit=0.00365  avg_fit=0.25397 | best_h=39  avg_h=38.7
[  56.55 min] Gen 243/300 | best_fit=0.00365  avg_fit=0.41312 | best_h=39  avg_h=38.6
[  56.83 min] Gen 244/300 | best_fit=0.00365  avg_fit=0.84417 | best_h=39  avg_h=38.0
[  57.10 min] Gen 245/300 | best_fit=0.00361  avg_fit=0.77346 | best_h=39  avg_h=38.2
[  57.36 min] Gen 246/300 | best_fit=0.00360  avg_fit=0.22199 | best_h=39  avg_h=38.9
[  57.57 min] Gen 247/300 | best_fit=0.00360  avg_fit=0.68571 | best_h=39  avg_h=39.0
[  57.75 min] Gen 248/300 | best_fit=0.00346  avg_fit=4.36398 | best_h=39  avg_h=38.6
[  57.95 min] Gen 249/300 | best_fit=0.00346  avg_fit=0.93301 | best_h=39  avg_h=38.7
[  58.14 min] Gen 250/300 | best_fit=0.00346  avg_fit=1.69418 | best_h=39  avg_h=38.9
[  58.32 min] Gen 251/300 | best_fit=0.00346  avg_fit=0.44638 | best_h=39  avg_h=38.8
[  58.52 min] Gen 252/300 | best_fit=0.00326  avg_fit=1.08720 | best_h=39  avg_h=38.8
[  58.74 min] Gen 253/300 | best_fit=0.00326  avg_fit=0.14625 | best_h=39  avg_h=38.9
[  59.01 min] Gen 254/300 | best_fit=0.00326  avg_fit=0.44237 | best_h=39  avg_h=38.5
[  59.25 min] Gen 255/300 | best_fit=0.00326  avg_fit=0.30587 | best_h=39  avg_h=38.7
[  59.50 min] Gen 256/300 | best_fit=0.00304  avg_fit=0.03507 | best_h=39  avg_h=38.6
[  59.70 min] Gen 257/300 | best_fit=0.00304  avg_fit=1.96874 | best_h=39  avg_h=38.8
